,Page,Members,Message,Date,Interactions
120,Scott Greenberger,"1,295 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
121,Scooter,130 Followers,#antivax #antivaxx #antivaxer #vaccinesArePoison #vaccine #vaccines #VaccinesWork #COVID19 #COVID19US #Covid19usa #Covid_19 #BernieWouldHaveWon #BernieSanders #Bernie2020 #BernieSanders2020 #FeelTheBern #ImpeachTrump #ImpeachTrumpNow #ImpeachTrumpPence https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
122,Anesa Miller,"10,545 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
123,Kevin Collison,"3,757 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
124,MEG,"1,457 Followers",All of this. #VaccinesWork. Vaccine advocates (incl myself) thought it was about education only; antivaxxers made it a crusade. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/vSO4KcEVRp,"May 13, 2020",1
125,General Porgana,247 Followers,"I've been thinking about this a lot lately. The pandemic has certainly brought out some of my more asshole pedant tendencies, but... I think this is why. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
126,Scott Hartley,72 Followers,This is worth the read. Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
127,CA IZ Coalition,"1,991 Followers","‘In short, the anti-vaxxers have been practicing for this.’ Yes, yes they have @kevinroose Social media platforms need to step up and stop facilitating misinfo and public health advocates need to do more/better too Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1
128,Sarah Mooney,179 Followers,"There's plenty of reason to believe this could be quite prescient writing - 'Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
129,Jennie Wetter,"1,255 Followers",Midway through a clip from “Plandemic” — a documentary...spreading baseless lies and debunked nonsense about the coronavirus to millions overnight — I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
130,Samuel J. Howard,"1,594 Followers",Depressing. Too tired for this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
131,TCS Europe,148 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/89jU2J21Hr","May 13, 2020",1
132,NewYork Times Tech,"2,651 Followers","Get Ready for a Vaccine Information War May 13, 2020 at 07:30PM Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://ift.tt/2T3Sg2j https://ift.tt/2Z09HEE https://t.co/4gRbF9y0wm","May 13, 2020",1
133,Jason Kries,"8,162 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE #tech","May 13, 2020",1
134,Mx. Brian Latimer,"4,357 Followers",Read this to get a better understanding of vaccine misinformation and how it may take hold. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
135,Ðieɠo ⅽ[ː̠̈ː̠̈ː̠̈] ͌,424 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT by BY KEVIN ROOSE via @nytimes https://t.co/vxpDRImnQC,"May 13, 2020",1
136,Massimo Giordani,"58,807 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://nyti.ms/2T2Ek8J https://t.co/Ea27SHOgbs","May 13, 2020",1
137,Westerfield Tolbert,"1,529 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via @NYTimes https://ift.tt/2Z09HEE","May 13, 2020",1
138,Justice #Resist🇺🇲,"10,314 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
139,Double Princess,212 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
140,Peter Henderson,"2,055 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
141,Daniel R. Alonso,"1,460 Followers",WTF is wrong with these people? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
142,❌TrishaMDj,"15,032 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
143,🏳️‍🌈Immigrants BELONG Here. ...,"3,159 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
144,Giovanni Bernardini,"2,673 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
145,Volcanic Ash,58 Followers,"""...they are much more organized and strategic than many of their critics believe. They are savvy media manipulators, effective communicators and experienced at exploiting the weaknesses of social media platforms."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
146,rya wiedy,884 Followers,"@Uki23 Krn obrolan soal kpn vaksin siap, lbh ke perang wacana aja, sok2an aja si... Ndk mgk bs siap cepet laah... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
147,Teri Carhart,131 Followers,Nightmare scenario - yikes Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
148,Ru free,27 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
149,Naveweb,"2,658 Followers","Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/8368?s=tnp","May 13, 2020",0
150,Daniela Machado,33 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
151,Jim Sterngold,583 Followers,The anti-vaxxers just found a new cause: Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
152,MarkEdwardsWorldWide,173 Followers,NYTimes: Get Ready for a Covid-19 Vaccine Information War Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz https://marke.news/2Lqpp47,"May 13, 2020",0
153,ffransis ap ffransis,"2,173 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
154,Nina Roberto,4 Followers,For my three followers- I swear im gonna throw hands if anti-vaux moms keep me from having a senior year https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
155,CelticJade13,14 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
156,D C,316 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
157,Jade St Clair 🐨🔥,"6,154 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
158,Alejandro Hortal,89 Followers,"NYTimes asks: what happens if we get a vaccine and half of the USA refuses to take it? Behavioral Public Policy, educational interventions, and good mandates can help with that and other vaccination hesitancy. @nytimes @BPPjournal https://nyti.ms/3fKbHXz","May 13, 2020",0
159,bröñxîté,314 Followers,NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
160,Sanjana Hattotuwa,"8,798 Followers","Had all this in mind reading Get Ready for a Vaccine Information War by @kevinroose today, https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html in @nytimes. Thankfully, #srilanka doesn't have an anti-vaxxer movement, but #disinformation rife & secure as propagators demographics one doesn't usually suspect.","May 13, 2020",0
161,Ratimã,1 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
162,Mark Edwards Edelstein,"4,424 Followers",NYTimes: Get Ready for a Covid-19 Vaccine Information War Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
163,Jeff Cook,41 Followers,Back to the Dark Ages... Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
164,Marc D.,199 Followers,"...or, what if the nutcases kill us all? https://nyti.ms/3fKbHXz","May 13, 2020",0
165,Stefan Freimark,"1,091 Followers","In USA relevanter als hier, dennoch: ""those of us who believe in vaccines need to realize that we may not be in the majority for long and do everything we can to reach the people in our lives who might be susceptible to anti-vaccine propaganda"" | NY Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
166,Eastsunrise,51 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
167,Noah Ross,786 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times http://dlvr.it/RWblCh https://t.co/TKqiFuhmN9,"May 13, 2020",0
168,Kevin J. O'Conner,135 Followers,"Hey, if a certain segment wants to make themselves more vulnerable to illness and premature death, they have my blessing. More vaccine available for the rest of us. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
169,Kumar Malhotra,"1,016 Followers",#coronavirus Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
170,Captain Smith,1 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
171,Larry O. Dean,833 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
172,Jake Merkowitz,11 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
173,HaveToTakeATrump,"3,648 Followers","""What If We Get a Vaccine and Half the U.S. Won’t Take It? [WHO GIVES A SHIT? GOOD RIDDANCE, ANTI-VAXXERS!]"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
174,Dan (((Graur))),"3,678 Followers","#FakeNews just got divinatory. #Antivaxxers attack the #COVID19 #vaccine months/years before it becomes available. My contribution: Although his murder on January 27, 2030 remains unsolved, @FoxNews has revealed that John Smith was killed by @BarackObama. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
175,Shawn,2 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share Definitely written by a supporter of the NWO and the Gates for coming up with a vaccine to be given to the people who want to be controlled and those that are not cannot buy anything or get anything. Free America,"May 13, 2020",0
176,rmlockley,121 Followers,What if we get a vaccine & 50% won't take it. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
177,donachiaro,558 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/donachiaro?s=tnp","May 13, 2020",0
178,Arts Journal,"1,184 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/Arts_Journal?s=tnp","May 13, 2020",0
179,Ken Wu,284 Followers,This is just as important as developing the vaccine itself for #COVID19 Also reminded me of @ProfHeidiLarson 's brilliant talk on vaccines @TEDMED https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
180,Jenifer Einstein,100 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
181,DSA Fuck College Caucus,296 Followers,Seems like a self-correcting problem to me https://nyti.ms/3fKbHXz,"May 13, 2020",0
182,modelcitizen72,152 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
183,AsambleaPedroñeras,46 Followers,"Noticias: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/AsambleaElLugar?s=tnp","May 13, 2020",0
184,Paul Wright,780 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/YourMindCanHeal?s=tnp","May 13, 2020",0
185,AntiSecIndia,97 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/AntiSecIndia?s=tnp","May 13, 2020",0
186,Jorge A. Mussuto🇺🇸🇦🇷,"1,445 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/jmussuto?s=tnp","May 13, 2020",0
187,Lynne Gregg,747 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/ldgregg?s=tnp","May 13, 2020",0
188,Allan,"24,112 Followers","What If We Get a Vaccine and Half the U.S. Won’t Take It? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html The greater possibility is there will not be a Coronavirus Vaccine, Medical Science research has been ongoing since the Spanish Flu Pandemic of WW1 1918 when 50 million infected people died?","May 13, 2020",0
189,Bruce Stamper,"1,013 Followers",NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
190,Gregorio Galón,250 Followers,Pues selección natural... Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
191,Richard Hom OD PhD,"5,361 Followers","Top story from @GrandRounds4ODs: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/GrandRounds4ODs?s=tnp","May 13, 2020",0
192,Robson Marques,551 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
193,Ramsey D Smith,13 Followers,This is a really good question... What if lots of people refuse the vaccine? Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
194,Mrs. Farrington 🌵☀️🏜️🌊🌊,"2,859 Followers","Honestly, sometimes you just can't fix stupid. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",0
195,Percy Malone,124 Followers,.No one believes CNN so I don't believe what they are trying to push on us. #CNNisFakeNews https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
196,B-Dilly,936 Followers,I hate everything. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
197,Rosanna Montoute,"3,255 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/design2perform?s=tnp","May 13, 2020",0
198,Infosec,29 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/ItSecurity101?s=tnp","May 13, 2020",0
199,Corey Manley,242 Followers,Here is dumb*ss #MAGA scenario I have never considered. Yikes! 🦠🦠🦠 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
200,Jasper_in_Boston,33 Followers,Pretty soon emigrating is going to be the only solution for our increasingly dysfunctional republic. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
201,Alex Worley,55 Followers,https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 13, 2020",0
202,bay😷,428 Followers,Interesting!! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 13, 2020",0
203,Alex Balashov,774 Followers,"""In short, the anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine for several reasons."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
204,Jackie White,10 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 13, 2020",0
205,Chrystal O,93 Followers,"Well, this seems like a timely story as the #healthcomm #Summit2020 is underway today and tomorrow... #vaccinehesitancy 💉🤔 Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",0
206,Al Barwick,43 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share The vaccine naysayers will eventually die off, the question is how many will they take with them and why should we care. Suicide can be painless unless it includes Convid-19.","May 13, 2020",0
207,Casual_Time_Machine,6 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
208,Giannie Couji,310 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
209,Bryan Brightside,447 Followers,"From noted bastion of the truth, the New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
210,Ms. Addams🌊🗽🇺🇸,"1,362 Followers","Honestly, Darwin will handle this. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",0
211,Noon3,137 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
212,Noon30,37 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
213,Willow Fish,163 Followers,I can't wait to watch this media propaganda machine for the pharmaceutical regime collapse #paidforbybillgates https://nyti.ms/3fKbHXz,"May 13, 2020",0
214,jeanne fisher,"2,130 Followers","https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share via @NYTimes Silly, dangerous, anti-vaxxers","May 13, 2020",0
215,Greg Ahler,40 Followers,"Yeah. THIS is what we need, right now. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share People, #Useyourhead #stayinformed","May 13, 2020",0
216,Bill Deane,270 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
217,jeanette muller allured,791 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
218,Greg Hernandez,"1,599 Followers",NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
219,Tim Miller,"70,758 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
220,LindleyKerlNEWS,12 Followers,"Very interesting read, let's see where the debate goes. Sadly their will be many who don't believe in vaccines and will no get vaccinated https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
221,Bryce,179 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share this is where we slip in. between the screaming of “out of context” biblical passages that reference a mark and the crying of those too brainwashed to do anything but follow. This a literal perfect storm for Radical Ideas.. y’all do not see it.,"May 13, 2020",0
222,Mark Sarvas 🌊,"1,530 Followers",Then let them all die. Seriously. Because they are too stupid to live. They won't be missed. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
223,RD Richardson,592 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
224,Dean Fredriksen 🌊🇺🇸,562 Followers,"Lord, save us from the Stupid. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",0
225,Evelyn Kissinger,368 Followers,NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
226,"Brenda Billings Dr.PH (c), MPH...","3,671 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
227,Rueben Martinez,656 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
228,Peter Bates,114 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
229,Tony Jewell,"1,552 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
230,Ron Murphy,803 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
231,Barbara Rogan,"5,603 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
232,janetate,68 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
233,Michael Hingson,"5,065 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
234,Beth (Pixie)♊,447 Followers,"As a nurse this scares the shit out of me. For fucks sake educate yourself and get the damn vaccine. You want life to return to ""normal?"" Then take the shot UNLESS you can prove WITH BLOODWORK you have the antibodies. https://nyti.ms/3fKbHXz","May 13, 2020",0
235,ken wallach,4 Followers,Still waiting for an AIDS vaccine after 40 yrs. NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
236,Shehzad Younis,348 Followers,What if we get a Covid-19 vaccine and half the country refuses to take it? https://nyti.ms/3fOhR96,"May 13, 2020",0
237,Matthew D Hensley,317 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
238,David Gollaher,140 Followers,What happens when we innovate a vaccine or treatment that many people refuse? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
239,Dag Kristian Dysthe,45 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
240,HierHeidelberg,4 Followers,#ItCouldHappen #ThisIsAmerica https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
241,(((MariePGeist))),"5,399 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
242,𝗝𝗼𝗻𝗮𝘁𝗵𝗮𝗻 𝗥𝗼𝘀𝗲𝗻𝗯�...,164 Followers,Will we get to herd immunity even if we get a vaccine? Maybe no -- which would be shameful. #COVIDー19 #antivaxxers https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
243,espnetworkdesign,224 Followers,"Top story:http://espnetworkdesign.com/shoredata Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/13075?s=tnp","May 13, 2020",0
244,Michael Yuhn,"3,170 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/7871?s=tnp","May 13, 2020",0
245,Darren Dickey Ⓥ,"2,407 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
246,Michael A. Olivas,679 Followers,"https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=em-share This likelihood is yet another reason to remove WH from office, and let him take his bleach/flashlight enemas and malaria medicine with him to Mar a Lago or Elba","May 13, 2020",0
247,Maria Cristina Gomez 💙💙💙,338 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
248,Steven Murray,278 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
249,Tweeted Times Tech,291 Followers,Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/9VSRcLul4Q,"May 13, 2020",0
250,HR Tech Magazine,"13,256 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
251,Rapid Car Insurance Quotes,124 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
252,Esther Coronel de Ib,"1,204 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
253,Roberto De Santis,"9,464 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
254,SDS Labs,"2,703 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
255,Lisa 🌲 Chau || Clover Canal �...,"3,174 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
256,HR Tech Online,"13,892 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/media/nytimes/technology?s=tnp","May 13, 2020",0
