,Page,Members,Message,Date,Interactions
240,Donald W. Price,872 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
241,Taylor Jennings,28 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
242,Gore,54 Followers,The next stupid war on science is not far away. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
243,heitor loureiro,161 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
244,Florida Health Care News,"1,041 Followers",There is a lot of misinformation out there about vaccines for #COVID-19. So what exactly is the truth? @nytimes helps you navigate that here: https://nyti.ms/2T2VpQ9,"May 14, 2020",0
245,Alyssa Harlow,249 Followers,"This is a real concern. I am surprised by the number of friends/acquaintances who are swayed by plandemic and other COVID conspiracies. We must convey the importance of public health and vaccinations to those who are distrustful, without alienating them. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
246,Jim Malewitz,"4,940 Followers","""Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
247,lorca,121 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
248,InfoSociedad,99 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
249,Erin Wispelwey,266 Followers,"""those-who believe in vaccines need to-do everything we can to reach the ppl in our lives who might be susceptible to anti-vaccine propaganda-Millions of lives & trillions of $ in economy may depend not just on a vaccine but on persuading ppl to accept it"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
250,pangilinan-arenas,"2,497 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
251,Tammy Sager,559 Followers,The #CDC & #WHO need to understand the dynamics of online anti-#vaccination campaigns & start waging a hearts-&-minds campaign of their own while a #vaccine is being developed. #SocialMedia companies need to stop #disinformation. #Facebook #Twitter #COVID https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
252,Ernest v.d. Linden,355 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
253,n e l l  o k i e,"1,101 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
254,Phil Omotosho,75 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
255,Tammy Bluewolf,420 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
256,yorkiemama,418 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
257,"Pitt Media, Tech & Health","1,674 Followers","A #COVID19 vaccine is still in the works and a ways from wide-spread distribution, but the #vaccine #misinformation is already high. Will the already vocal and growing anti-vaxx movement only become more prominent? #COVID19 #VaccinesWork https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
258,maybeawriter,"3,154 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
259,Scott Cromwell,"10,115 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
260,JOHN WILLIAMS,145 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
261,Sergio Ragone,"6,992 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
262,Jason Antonacci,83 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
263,Yiannis N.Stamatakos,845 Followers,"Millions of lives and trillions of dollars in economic activity may depend not just on producing a #vaccine, but on persuading people to accept it. https://nyti.ms/3fKbHXz","May 14, 2020",0
264,Jodi Xu Klein,"4,495 Followers","Social media is filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share #coronavirus #vaccine #misinformation","May 14, 2020",0
265,Joseph Khoury,875 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/hkMNEdeLFA,"May 14, 2020",0
266,TruthLibertyFreedom,1 Followers,The rag known as the NYTimes - I would bet a heck of a lot more than 50% will say F-off to taking it https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
267,EVIE MARLIN,34 Followers,Just think about all the misinformed conspiracy theorists who will refuse a vaccine. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
268,Trumpster Fyre,374 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
269,Alexandria Jenkins,397 Followers,"""...those of us who believe in vaccines need to realize that we may not be in the majority for long and do everything we can to reach the people in our lives who might be susceptible to anti-vaccine propaganda."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
270,BK Reader,"5,180 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
271,🇺🇸 Eliza 🇺🇸,"2,003 Followers",@realDonaldTrump - IT'S TIME YOU LISTEN TO THE PEOPLE WHO REFUSE TO TAKE BG'S POISON VACCINES! DO NOT MAKE THEM MANDATORY! WE HAVE THE RIGHT TO CONTROL OUR OWN HEALTHCARE! Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
272,Winny Ooms,438 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
273,Juan Sandoval,221 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
274,🇺🇸 Jay Jones 🇺🇸,"6,151 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
275,zach|,465 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
276,Pebbles,95 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
277,Ugo Di Luca,29 Followers,"""We need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents"" #vaccin #antivax https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
278,Ivan,296 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
279,Bruno #StayHome Navarro,"5,978 Followers",It occurred to me that all the misinformation we’ve seen so far ... may be just the warm-up act for a much bigger information war when an effective vaccine becomes available to the public. — @kevinroose https://nyti.ms/2y0cdzJ,"May 14, 2020",0
280,Valentina,681 Followers,"""To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
281,greenlight,"3,521 Followers","""Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it."" #coronavirus #COVIDー19 #antivaccine https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
282,Function_1st,188 Followers,Get Ready for a Vaccine Information War: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Antivaccination Activists Are Growing Force at Virus Protests: https://www.nytimes.com/2020/05/02/us/anti-vaxxers-coronavirus-protests.html,"May 14, 2020",0
283,Steven Soifer,"141,043 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
284,Cindy Tracy; Future-Ready. Are...,"1,108 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
285,Mark,"20,278 Followers",Get Ready for a #Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
286,Kakistocracy Man,"4,942 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
287,Carrie Walsh,26 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
288,Noeleen Macnamara,"3,468 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
289,Trefry Library,"1,058 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Calling all fact-checkers! It's your time to shine. Learn how: https://apus.libanswers.com/faq/120403,"May 14, 2020",0
290,Luís Carlos Marques,104 Followers,"Prepare-se para uma guerra de informações sobre vacinas... Os media sociais já estão se enchendo de informações erradas sobre uma vacina Covid-19, meses ou anos antes mesmo de ela existir. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
291,María Camila Cuéllar,186 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
292,Sara,22 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
293,Bill Fitzgerald,"7,183 Followers",This piece from @kevinroose is painfully spot on. The disinformation and misinformation around vaccines will have very fertile ground if we ever get a Covid19 vaccine. This is an opportunity many nation states dream about. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/Fje3QE1B26,"May 14, 2020",0
294,GorDAN’s ALIVE!,"4,731 Followers",And Zuck and @jack will do nothing about the greatest source of this misinformation: Trump https://buff.ly/2WqNgHc,"May 14, 2020",0
295,Darryl J. Barrios,843 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
296,Michael Hinkelman,"1,014 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
297,Michael Lederman,491 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
298,Teresa Gaines -Ryan,172 Followers,NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
299,Joan Gralla,"4,329 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
300,Sérgio Bastos,"5,622 Followers",Get ready https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
301,DrAnniLivs,121 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
302,Jay S. Rudolph,88 Followers,Very smart people can be very stupid. I hope the #antivaxx #ConspiracyTheory folks don't screw us all. Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
303,Dan Mihai Vasiliu,"1,350 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
304,M2D2,212 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
305,Maurice Mulvenna,806 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
306,ArmyStrategist,144 Followers,The SARS-CoV-2 pandemic is turning out to be a fascinating case study of information warfare in the 21st century. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
307,Tom Maertens,263 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
308,ABSOLUTE ROASTER,165 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share 😐,"May 14, 2020",0
309,Critica,220 Followers,Another frightening warning that the anti-vaccination movement is strong and already campaigning against the hoped-for anti-COVID-19 vaccine. We must start counteracting this now. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
310,Robert Gifford,"3,207 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
311,Jeroen Vanattenhoven,231 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://buff.ly/2WqNgHc https://t.co/ILAnYHFXzo,"May 14, 2020",0
312,Hawkins Gay,288 Followers,"Get Ready for a Vaccine Information War - unfortunately, the #antivax effort may be mobilizing more effectively then public health agencies @NYTHealth https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share #COVID19 #publichealth #VaccinesWork","May 14, 2020",0
313,Marco Nurra,"3,351 Followers","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists | @kevinroose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html via @nytimes","May 14, 2020",0
314,Vincent Downing,31 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
315,Fher Rada,485 Followers,Esta puede ser otra batalla mas contra los opositores de las vacunas. El momento que se encuentren la vacuna para el #COVID19 Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
316,sean,226 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
317,Nicola Ciano ▶️🔁,339 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/cianick?s=tnp","May 14, 2020",0
318,Gilbert Padilla,590 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
319,Stephen Ritson,292 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #TREToday,"May 14, 2020",0
320,Dennis Koch,"7,834 Followers","Get Ready for a Vaccine Information War #USA #coronavirus Social media is already filling up with misinformation about a #Covid19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
321,Fahad AlShammari,265 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
322,David Vickrey,313 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
323,Dr Jim H,3 Followers,"@ProfPCDoherty @ConversationUK Even if a vaccine is found in good time, it may not be the end of the matter: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
324,Becky Bloom,566 Followers,"Get Ready for a Vaccine Information War —Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
325,Laura Williamson,29 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share via @NYTimes #vaccines #vaccination #COVIDー19,"May 14, 2020",0
326,MAbu Jaber,130 Followers,"Wrote about a morbid thought I've been having lately, watching the spread of anti-vaxx propaganda like Plandemic. What if we develop a successful Covid-19 vaccine and a huge chunk of the population just...refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
327,Patrick Schaefer,31 Followers,"Imagine significant numbers of people refusing to take #covid19vaccine, talk about unhelpful #covid19 Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 14, 2020",0
328,Like water and air,82 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
329,Dr Hassan Dawood,"1,921 Followers",“What if we get a Covid-19 vaccine and half the country refuses to take it?” 💉💉🦠🧛‍♂️ ➡️ Get Ready for a Covid-19 Vaccine Information War @nytimes⁩ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
330,Magda Abu-Fadil,"6,592 Followers",#Covid_19: Get Ready for a #Vaccine #InformationWar #SocialMedia https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
331,Ꮶukuh ℕofriyαnto,133 Followers,Get Ready for a Covid-19 Vaccine Information War http://dlvr.it/RWcsTK https://t.co/OEhJCfsVGs,"May 14, 2020",0
332,Florent Chapel,"1,233 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
333,Corey Barker,149 Followers,"Wrote about a morbid thought I've been having lately, watching the spread of anti-vaxx propaganda like Plandemic. What if we develop a successful Covid-19 vaccine and a huge chunk of the population just...refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
334,Kent Savage,320 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
335,UNITI Cyber,92 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/e4GHRsF3F6","May 14, 2020",0
336,breakingnews4u.com,106 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/NILvqZGGAr","May 14, 2020",0
337,Míra Kalous,63 Followers,"Jsme na pokraji Velké světové informační války? ""To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. "" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
338,Pierre F. Lherisson,"1,868 Followers","🚦➡️What if the #anti_covid_19 vaccine is available only the wealthies? What if We Get a Vaccine and Half the U.S. Won’t Take It? Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
339,T3CHNRD,233 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
340,UNITI Cyber,92 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/aXhbcIQpLI","May 14, 2020",0
341,Sumit,143 Followers,"Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it. #vaccine #COVID19 @AnantBhan @DLBOse https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/QFd3pkigJF","May 14, 2020",0
342,Sean Tabatabai,580 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 14, 2020",0
343,Belong.io unofficial,703 Followers,Get Ready for a Vaccine Information War - The New York Times https://ift.tt/2Lm9rrP Absolutely essential reading from kevinroose »,"May 14, 2020",0
344,Mahmoud AbuFadda,834 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
345,Penguin Coders,798 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/0MCcYi1U3h","May 14, 2020",0
346,beta,36 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
347,Globe News Express,"1,432 Followers",Kevin Roose on the vaccine misinformation war by Andy Baio https://ift.tt/2Lm9rrP #GlobeNewsExpress #News,"May 14, 2020",0
348,RoBotijo,640 Followers,"""Get Ready for a Vaccine Information War"" #MasRuido by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/iqgL3Urqya","May 14, 2020",0
349,Jennifer J McDaniel,112 Followers,"Wrote about a morbid thought I've been having lately, watching the spread of anti-vaxx propaganda like Plandemic. What if we develop a successful Covid-19 vaccine and a huge chunk of the population just...refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
350,BlurryTech,87 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE","May 14, 2020",0
351,໓riຊ,"2,731 Followers","#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/Im1Dea5U86","May 14, 2020",0
352,Lisa Kerr,612 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times ⁦@kevinroose⁩ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
353,Franz Russo,"32,946 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/franzrusso?s=tnp","May 14, 2020",0
354,Beatrice Nolli,"2,327 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/franzrusso?s=tnp","May 14, 2020",0
355,SingularityU Atlanta Chapter,6 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/nafv6tuf1h","May 14, 2020",0
356,"Eduardo Meza-Etienne, MSc, MIM...","115,070 Followers","""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE #news #popular #klout https://t.co/y7OuNweaOf","May 14, 2020",0
357,Patricia Hanson.,494 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/2gWQCB3EPT","May 14, 2020",0
358,Uruburbano,13 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/7UGdfAcVN1,"May 14, 2020",0
359,Viorel Pătru,"1,150 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/mZCqz7casM","May 14, 2020",0
360,FCB Roadster,186 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/4mQCjg1v4i","May 14, 2020",0
361,Dr. Karl Popp,"1,891 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE @karl_popp","May 14, 2020",0
362,Patricia Hanson.,494 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
363,michele jones,1 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share. There paying these people to say it's safe 😂😂😂😂😂,"May 14, 2020",0
364,BS Kumar,128 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose, https://buff.ly/3dFDMNT https://t.co/U0p4F7P9lv","May 14, 2020",0
365,Joel Bondoux,86 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
366,mahjoub mahmoud,77 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
367,Paul Buck,523 Followers,"Not a phrase I ever expected to read: ""... those of us who believe in vaccines need to realize that we may not be in the majority for long"" - Get Ready for a Covid-19 Vaccine Information War #vaccines #covid19 https://nyti.ms/3fKbHXz","May 14, 2020",0
368,Adolf Walter,94 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
369,Future Noble DMD,112 Followers,Good start @NYTimes with that picture of a dental anesthesia syringe that looks nothing like a vaccine syringe. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
370,Ephraimsdottir,76 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
371,Jessica Federer,"4,617 Followers","“To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
372,Jo,"4,483 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
373,Lucie Tellier,20 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/lucietellier175?s=tnp","May 14, 2020",0
374,Roberto Otero,42 Followers,El reto real es que decir algo con sentido común no sea visto como una debilidad. Malos tiempos para la razón. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
375,News from Doctors,13 Followers,"Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/topic/hrana/twitter-doctors?s=tnp","May 14, 2020",0
376,Precision Med US,"2,100 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/hrana/twitter-doctors?s=tnp","May 14, 2020",0
