,Page,Members,Message,Date,Interactions
103,Sandra,"8,385 Followers","Keep up the good work ! Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
104,sunfellow,"1,410 Followers","Vaccine Opponents Are Gaining In Facebook ‘Battle For Hearts And Minds,’ New Map Shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows Learn more: https://sunfellow.com/vaccination-resource-page/ And here: https://childrenshealthdefense.org/","May 13, 2020",0
105,Brandon Bowers,291 Followers,"Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
106,Saulo Andrade,301 Followers,"Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows | Science | AAAS - https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
107,Darren Culbreath,"1,693 Followers","Vaccine opponents are gaining in #Facebook ‘battle for hearts and minds,’ new map shows #Science|AAAS#AAAS http://smpt.co/pmB4M @NewsfromScience https://t.co/XNLzmDgjUA","May 13, 2020",0
108,David G Pfister,242 Followers,"Nut job Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
109,NABT,"3,171 Followers","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows | Science | AAAS https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
110,Vipin M. Vashishtha,"1,130 Followers","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
111,Science: Disrupt,"3,958 Followers","If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows @meredithwadman","May 13, 2020",0
112,Rick Alan Ross,"4,107 Followers","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
113,Dr. Bou Dib,"3,762 Followers","Today in Science ( @sciencemagazine ) : Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",0
