,Page,Members,Message,Date,Interactions,hrefs
361,Amber Sophia,292 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 18, 2020",0,https://twitter.com/amber_sophia7/status/1262207574524526593
362,Noticia News Bitcoin Forex Mar...,52 Followers,Get Ready for a Covid-19 Vaccine Information War nytimes - News - Noticia - Bitcoin - CryptoCurrency - @JoseLuis_14_68 > https://nyti.ms/2T5GvZq,"May 17, 2020",0,https://twitter.com/JoseLuis_14_68/status/1262128272093196291
363,Barred Owl Books,4 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 17, 2020",0,https://twitter.com/barredowlbooks/status/1262084129933234176
364,Rabbit Hole Poetics,"1,358 Followers","Vaccine Information Warfare. “Public health advocacy groups tend to be monolithic, sending one message; that vaccines are safe and effective. The anti-vax movement is really diverse.” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 17, 2020",0,https://twitter.com/threexco/status/1262075368887906305
365,NA #NotMyBrexit #WherestheRuss...,191 Followers,"https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Really quite disturbing, but worse, likely true #COVIDIDIOTS #Covid19UK @nytimes","May 17, 2020",0,https://twitter.com/NadiaA2015/status/1262050255639654400
366,Cheryl Amber Dotson,"1,263 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 17, 2020",0,https://twitter.com/GODZILLASLAYS65/status/1261998692707504128
367,Drizzy 📚,236 Followers,Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 17, 2020",0,https://twitter.com/drewinning/status/1261998112949886981
368,Nicole Wheeler,732 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 17, 2020",0,https://twitter.com/nwheeler443/status/1261966228815577088
369,Ree,207 Followers,@svperflvid https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 17, 2020",0,https://twitter.com/Athene18/status/1261940856862507008
370,Ibrahim J. Negm,"1,336 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share The anti-vaccine community is more organized and strategic than many of its critics believe.,"May 17, 2020",0,https://twitter.com/IbrahimNegm/status/1261904259777511424
371,Uniqua S. Smith,149 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 17, 2020",0,https://twitter.com/UniquaSSmith/status/1261822481700192256
372,M. A. Q.,38 Followers,@HighWireTalk Using phrases like battle for hearts and minds and restoring faith in the Medical Establishment. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",0,https://twitter.com/magnumquest2/status/1261796529267974144
373,★ Market Masta ★,611 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",0,https://twitter.com/MarketMasta/status/1261780734429351936
374,Mother owl,51 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/susanbo93806217/status/1261769245282754561
375,luis antónio santos,"2,344 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/luissantos/status/1261767163905441793
376,⭐️️ Keith Hodo ⭐️️,"1,085 Followers",@BeemerJules This article was particularly terrifying and sums up this entire conversation: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",0,https://twitter.com/keithdhodo/status/1261764866898931712
377,anthony ramienski,519 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/flagboy140654/status/1261735972498268163
378,Mother owl,51 Followers,"It seems Kevin Roose - reporter for ""NYT Venom"" thinks the NAZI policies are ok for the US. If it is war then he is fighting on the wrong side. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 16, 2020",0,https://twitter.com/susanbo93806217/status/1261706724576301063
379,Nancy Cornell,415 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/learningvt/status/1261705161854070786
380,Alexandera von Winterberg,80 Followers,I don’t know why it sounds so stupid but it’s so true. Either people are too egoistic or no trust at all to anything. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/WantADefender/status/1261700189116608512
381,steve,264 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/atzlz/status/1261684251344482305
382,Christian Surchi,"1,176 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html via @nytimes on @refindcom,"May 16, 2020",0,https://twitter.com/christiansurchi/status/1261672052337098758
383,Rob Soltysik,654 Followers,"Both pro- and anti-vaxx ppl are toting their positions on a NON-EXISTENT coronavirus vaccine. Shouldn't the real issue at this point me, do we want or need a vaccine at all? We don't even know if antibodies create immunity. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 16, 2020",0,https://twitter.com/soltysik_rob/status/1261671445853323264
384,g,420 Followers,"@MapsCats Consider the possibility that the anti-vaccine movement is a symptom of a larger illiberal, anti-science, anti-government sentiment on the left. Populist politics are not unique to the right. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 16, 2020",0,https://twitter.com/jemergence/status/1261644718070349825
385,sylvain henry,"1,864 Followers",Get Ready for a Vaccine Information War - https://goo.gl/alerts/YdckH #GoogleAlerts,"May 16, 2020",0,https://twitter.com/911Satyagraha/status/1261633456116764672
386,.,175 Followers,"#COVID19: To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. If people aren’t willing to take the vaccine, all is for naught. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 16, 2020",0,https://twitter.com/hathareskan/status/1261614354073608193
387,NP(((((Lola Bober))))),20 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html via @nytimes on @refindcom,"May 16, 2020",0,https://twitter.com/Lola43421215/status/1261591058732986369
388,ianjsimpson 👽,736 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/ianjsimpson/status/1261589283774881793
389,Vinu Arumugham,20 Followers,"#COVID__19 has proved once again that your ""experts"" are fools. And you expect people to believe their #vaccine #safety claims? What's wrong with YOU? http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html ""No mask needed"", killed thousands, then flip-flopped. Those are your ""experts"". @kevinroose @nytimes 1/","May 16, 2020",0,https://twitter.com/ArumughamVinu/status/1261567507682324481
390,reversetees,"17,950 Followers","#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/5CpcBPvVcU","May 16, 2020",0,https://twitter.com/reversetees/status/1261552753769357313
391,namidanam,889 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/6qRZ1zi6k6","May 16, 2020",0,https://twitter.com/akvinchrist/status/1261552440417140737
392,PG Holmlov,681 Followers,Get Ready for a Covid-19 Vaccine Information War :: What if we get a Covid-19 vaccine and half the country refuses to take it? - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",0,https://twitter.com/pg/status/1261547308191186944
393,小田切尚登,729 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/Naotoodagiri/status/1261547022890332160
394,Cathy Holladay,"22,016 Followers","@kevinroose @nytimes Your right, we wont take the vaccine. Vaccines do not use a blind study. Ask yourself why. Meds b4 approval by FDA have to, why not vaccines. I will sent you a video on Autism&CDC. You will understand why they don't. Then message me. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/tHjpPwQ8pF","May 16, 2020",0,https://twitter.com/CathyHolladay1/status/1261535237357568000
395,Kelsey Marie Bell,156 Followers,"https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html what are the policies now with #HIV/#AIDS? Since I was denied #disability @SSWorks with #MeCFS, and it is not recognized, does that effect how #vaccine policies then work for those with #CFS, #ChronicLyme #Lyme as well, which is not even","May 16, 2020",0,https://twitter.com/KelseyMarieBell/status/1261504921544916994
396,SLOW_THINKING,452 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/hongjoo71/status/1261485963873619968
397,Gustavo Eulalio,176 Followers,As if we didn't have enough problems... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",0,https://twitter.com/guseulalio/status/1261483747288813569
398,Bobbie,231 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",0,https://twitter.com/bobbie_chan/status/1261451823816343553
399,Rachael Myrow,"5,222 Followers","OP/ED @kevinroose What if we get a #COVID19 vaccine 💉 and half the country refuses to take it? It's not a rhetorical question, given all the misinformation, conspiracy theories and propaganda on social media these days. https://buff.ly/2WqNgHc https://t.co/tufcZuQwJx","May 15, 2020",0,https://twitter.com/rachaelmyrow/status/1261423873175609344
400,Matthias Laux,273 Followers,"It's amazing to observe the anti-#vaccination movement already going ballistic months or maybe years before we may see a generally available #vaccine against #coronavirus. The author asks ""What if we get a Covid-19 vaccine and hal…https://lnkd.in/dTF5jaM https://lnkd.in/dZjzKhb","May 15, 2020",0,https://twitter.com/Launix1/status/1261416030942920706
401,Bart van de Ven,"1,016 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/BartAccuro/status/1261410805242892288
402,M. A. Q.,38 Followers,"NYTimes: ""CDC and the W.H.O. need to understand the dynamics of online anti-vaccination communities and start waging a hearts-and-minds campaign to restore faith in the medical establishment while a vaccine is being developed."" Restore Faith? Seriously? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/magnumquest2/status/1261404321574420480
403,Hollis,14 Followers,“...those of us who believe in vaccines need to realize that we may not be in the majority for long and do everything we can to reach the people in our lives who might be susceptible to anti-vaccine propaganda.” 👀 #QAnon #WeThePeople #FreeSpeech https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/HollyDrew_572/status/1261404104158404608
404,Vaccinate Indiana,672 Followers,"To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents and we need to do it quickly. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/VaccinateIN/status/1261401974098051080
405,Dirk Strauss,"1,300 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/DirkStrauss/status/1261385319955476480
406,David C ⭐️ ⭐️ ⭐️,"3,904 Followers",https://click.e.mozilla.org/?qs=595ffce73b58b72eb92ddfa6bd5a8e461eb553781925dd032784d36f53bf3ddfc9e711366d30d8640010e513c736c3d61834b1bd4212a1ca,"May 15, 2020",0,https://twitter.com/chrisntx39/status/1261381418359365633
407,Evidence based Medicine,"3,871 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/2529?s=tnp","May 15, 2020",0,https://twitter.com/DrNancyMalik/status/1261373110349152262
408,Sleepy tipsy stoned-ish,9 Followers,"@_nattruts Coincidentemente eu vi uma notícia sobre isso ontem. O resumo é: eles estão se preparando pra uma campanha em massa contra a vacina do Covid-19 e que, pra piorar, pode funcionar https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/buttlebubb/status/1261370750860132356
409,Internationalist,"2,147 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/JustOneWeeWorld/status/1261370061060743170
410,Simon F. Haeder,"1,459 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/SimonFHaeder/status/1261367202470604802
411,Simon F. Haeder,"1,459 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/SimonFHaeder/status/1261367199794491393
412,Kristie (Nation) Boltz,857 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/k14nation/status/1261362511535722497
413,Samantha Fowler,229 Followers,"Why does #science struggle to combat #antivaxx messages? One reason: ""Public health advocacy groups tend to be monolithic, sending one message...the anti-vax movement is really diverse.” - Rhys Leahy, @GWtweets https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/fowlersamanthaa/status/1261349374308675584
414,PL van Kessel,69 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/Afstand_houden/status/1261337474556706818
415,CJFHC,322 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 15, 2020",0,https://twitter.com/info_cjfhc/status/1261329085894144000
416,Walt Atwood,86 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/walt_atwood/status/1261319482238263296
417,Agent 23,45 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #CoronaHoax #CoronaVirusHOAX,"May 15, 2020",0,https://twitter.com/covertsignals/status/1261316429510574081
418,Iliya Dzhongarov,63 Followers,When you think it's only straightforward from here https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/Iliyadzhongarov/status/1261311447365279750
419,mus,503 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html americans please don't fucking mess it up for the rest of us (as always),"May 15, 2020",0,https://twitter.com/steelbiimu_/status/1261310310998175745
420,nuncapops,10 Followers,Untitled (https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/nuncapops/status/1261301503773552641
421,Thomas Prager,178 Followers,All the #misinformation we’ve seen so far (...) may be just the warm-up act for a much bigger information war when an effective vaccine becomes available to the public. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/ThoPrager/status/1261300353053720579
422,Noticia News Bitcoin Forex Mar...,52 Followers,Get Ready for a Covid-19 Vaccine Information War nytimes - News - Noticia - Bitcoin - CryptoCurrency - @JoseLuis_14_68 > https://nyti.ms/2T5GvZq,"May 15, 2020",0,https://twitter.com/JoseLuis_14_68/status/1261282701048414210
423,First Draft,"28,699 Followers","A coronavirus vaccine is still far down the line — but what if the anti-vaccine messaging has been so powerful that many refuse vaccination? In @NYTimes, @kevinroose outlines conditions that could bolster the message, fueled by new research from @GWtweets https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/firstdraftnews/status/1261268785136312323
424,Zeblai Scalpa,176 Followers,"Triste nouvelle sur l’#HydroxyChloroquine et les #masques : ce n’était qu’un échauffement ! On va devoir accélerer et durcir les exercices. Et préparez vous au fait qu’avec @jesuisbigpharma à l’arbitrage, pas sur que le match soit beau à voir... 😬 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 15, 2020",0,https://twitter.com/BlaiseScalpa/status/1261250125063733249
425,Mose Njo ✍️,"1,201 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 15, 2020",0,https://twitter.com/mosenjo/status/1261249000080105472
426,Becca Cole,186 Followers,Super interesting read. Will public pressure to end the #COVID19 pandemic overpower anti-vax activism (which is much more sophisticated than some think) or do we need to prepare for an unprecedented ' vaccine information war'?https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/beccacole/status/1261228184713990144
427,Jack Hackett,144 Followers,"GET READY FOR THE VACCINE INFORMATION WAR. The study, which mapped the vaccine conversation on Facebook during the 2019 measles outbreak, found that there were nearly three times as many active anti-vaccination communities as pro-vaccination communities. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 15, 2020",0,https://twitter.com/fr_hackett/status/1261224067941662720
428,Joan Florit,164 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/Joan_flo/status/1261221860693495808
429,Mohammed Hanbali,260 Followers,NYTimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/Hanbalz/status/1261207590685442049
430,Sanket Jagtap,381 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 15, 2020",0,https://twitter.com/sanketjagtap/status/1261202683198869505
431,Zeljko Popov,14 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/PopovZeljko/status/1261200211352997889
432,reversetees,"17,950 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 15, 2020",0,https://twitter.com/reversetees/status/1261197694049058817
433,DJIMB3RRY,"1,907 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VqRaYJTGaq","May 15, 2020",0,https://twitter.com/DJIMB3RRY/status/1261196997555601409
434,Suhaib Hassan,201 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 15, 2020",0,https://twitter.com/suhaibism/status/1261196129938661376
435,Viorel Pătru,"1,143 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/O59BQZMJZF","May 15, 2020",0,https://twitter.com/viorelpatru/status/1261195883263205377
436,Yosuf Mohseni,"1,969 Followers",Get Ready for a Vaccine Information War via New York Times https://ift.tt/2Z09HEE https://ift.tt/3fNIPxC,"May 15, 2020",0,https://twitter.com/Yosuf_Mohseni/status/1261195386309562370
437,Patricia Hanson.,490 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/MMIW7MxC4O","May 15, 2020",0,https://twitter.com/_PatriciaHanson/status/1261194969714429952
438,Edmond Kreuk,178 Followers,Get Ready for a Vaccine Information War https://ift.tt/2Lm9rrP NY Times Technology #nytimes,"May 15, 2020",0,https://twitter.com/edmondkreuk/status/1261193178880884736
439,Pinboard Popular,57 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/pinboard_pop/status/1261189587969466369
440,Anwar Ali Arqam 🇵🇰,"11,542 Followers",The online propaganda machinery is already active and spreading disinformation about Covid-19 vaccin https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/AliArqam/status/1261185607834963968
441,"🇺🇸🇺🇸🇺🇸PatriotCheryl, M.A...","1,989 Followers","Yes, get ready for the pro-vaccine propaganda by the NYT. They don’t care about freedom of choice, unless it’s regarding the murder of an unborn baby. Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/Cmwkrn/status/1261184433043857408
442,we are anti,300 Followers,"Top story: Social Media From anti Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/2811?s=tnp","May 15, 2020",0,https://twitter.com/weareanti1/status/1261174346837565440
443,John Dehmer 🇺🇸,"2,455 Followers",Get Ready for the Governments Mandatory Covid-19 “Vaccine” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/jsd808/status/1261168946247430144
444,Social Click,180 Followers,"soclinic update: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/v/2759?s=tnp","May 15, 2020",0,https://twitter.com/SoClinic/status/1261149422299250689
445,octavio,304 Followers,... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/DcZwb68HuI,"May 15, 2020",0,https://twitter.com/octpts/status/1261148217766481921
446,Wíñchéstér Öscår🐻🇺🇸🦂🧜‍♀️�...,"1,475 Followers","The leftist New York Times is already fear-mongering, in preparation for when we get the GOOD NEWS that there is a vaccine. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",0,https://twitter.com/scorpio8675309/status/1261128078371123201
447,Shaomi,"1,228 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/shaomiao/status/1261127122652979202
448,Manuel Villegas Jr,66 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/manuellvillegas/status/1261126889357430784
449,M. Adam Anees,359 Followers,Must read @adeel_azhar Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 15, 2020",0,https://twitter.com/adamanees/status/1261125288139862019
450,Scarlet Natalie Jorge Peguero,961 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",0,https://twitter.com/ScaNat/status/1261120320192249862
451,Roycephus Pulsiferre,597 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=fb-share,"May 15, 2020",0,https://twitter.com/RoicephusP/status/1261119515427045377
452,Linda Jones,952 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",0,https://twitter.com/Jonesls/status/1261117561036562438
453,Leenie,"2,164 Followers","Shortly after Facebook and YouTube began taking down copies of #Plandemic for violating their rules, people in anti-vaccine groups edited it in subtle ways to evade the platforms’ automated enforcement software and reposted it. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/lS8msW64HM","May 15, 2020",0,https://twitter.com/espiegler/status/1261115369391034370
454,DenitsaD,410 Followers,Food for thought.... #recovery #COVID__19 #vaccines #antivax Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 15, 2020",0,https://twitter.com/DenitsaD/status/1261102525723193345
455,Daniel K Winterfeldt QC (Hon),"1,761 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/dkwinterfeldt/status/1261078711501303810
456,Michael B. Kelley,"6,238 Followers","‘In short, the anti-vaxxers have been practicing for this.’ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html via @kevinroose","May 14, 2020",0,https://twitter.com/MichaelBKelley/status/1261078455128674310
457,shaarif,32 Followers,War for peace? Absurd #CoronavirusOutbreak #COVID #COVID19 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/shaarif01/status/1261077034803101702
458,Aram,185 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/Aram84466964/status/1261073514444054528
459,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261070256270913543
460,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents.","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261070036191641606
461,Tyko Kihlstedt,598 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share Centers for Disease Control & Prevention + W.H.O. need to understand the dynamics of online anti-vaccination communities and start waging a hearts-and-minds campaign to restore faith in the medical establishment now.,"May 14, 2020",0,https://twitter.com/SwampGreen/status/1261069807149088769
462,Jaclyn Andersen⭐️⭐️⭐️,361 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/jaclyn_andersen/status/1261069076438360064
463,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share ""Anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine...""","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261068855608295425
464,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share The anti-vaccine people ""are savvy media manipulators, effective communicators and experienced at exploiting the weaknesses of social media platforms.""","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261068537034149888
