,Page,Members,Message,Date,Interactions,hrefs
257,James Lyons-Weiler,"14,867 Followers","@nytopinion Dontcha mean""IF THE TIME COMES""? Safety of these vaccines far from guaranteed. Shame on anyone who says otherwise. Reckless and irresponsible 2 act as if they are a sure thing, will lead to social chaos if the vaccines we are promised FAIL. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/js5RKhXSZr","May 15, 2020",1,https://twitter.com/lifebiomedguru/status/1261128563635433473
258,US of Asininity,"1,431 Followers","""What if we get a Covid-19 vaccine and half the country refuses to take it?"" Then half the country is stupid--the half that voted for a corrupt megalomaniac--and they could get sick and die. Which is evolution: survival of the fittest. So be it. https://nyti.ms/3fKbHXz","May 15, 2020",1,https://twitter.com/MichaelMassi1/status/1261102475064598529
259,Ben Mitchell,"3,710 Followers",NEW disinformation article in NY Times pushes pro-vaxxers to mount a war on vaccine aware pro-choice. Complete bias towards mandatory vaccination by @kevinroose No shred of objectivity. #MSMIsTheEnemyOfThePeople #vaccines https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/6ymgypyrKu,"May 15, 2020",1,https://twitter.com/BenMitchellSong/status/1261097162533822464
260,April Spivey,"43,970 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",1,https://twitter.com/a35362/status/1261089405609160704
261,Tyko Kihlstedt,598 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/SwampGreen/status/1261070342472306688
262,Ahsante Bean,"2,146 Followers",I'm already seeing this happen with some of my fave influencers.. big yikes: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/AhsanteB/status/1261039234141560833
263,Emilio Tudela,131 Followers,El New York Times abre el debate en un tema clave: ¿Qué pasa si desarrollan la vacuna contra el COVID-19 y la mitad de la población se rehúsa a utilizarla? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/emiliotudela/status/1261036280466505728
264,SNCCLA,"4,727 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times http://ow.ly/KwKo30qFZPY @WHO says Vaccine Safety Fraud Information is NOT misinformation https://youtu.be/LZE7RCmV2zk #VaccinesWork,"May 14, 2020",1,https://twitter.com/SNCCLA/status/1261018458516533249
265,The Prepaid Economy,"7,289 Followers","Head's up, fresh flood of bullshit and disinformation on the way https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Open your umbrellas now","May 14, 2020",1,https://twitter.com/prepaid_africa/status/1261015642993504256
266,dr_bombay 🏳️‍🌈🍸🍸,700 Followers,Get Ready for a Vaccine Information War https://buff.ly/2WqNgHc https://t.co/xL9AfmZsAS,"May 14, 2020",1,https://twitter.com/dr_bombay/status/1261012166255222791
267,Gabrielle Fitzgerald,"1,831 Followers","""We need to do it quickly, w/creativity & urgency of the scientists who are developing the vaccine itself. Millions of lives & trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading ppl to accept it."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/FitzGab/status/1261010646931591173
268,Boom skyler,3 Followers,@Josef1601 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/Boomskyler1/status/1260979714111557635
269,Torr Leonard,984 Followers,"“Get Ready for a Vaccine Information War - Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/torrHL/status/1260977992135659520
270,Jochen Spangenberg,"3,074 Followers","Looking ahead: ""the #misinformation we’ve seen so far ... may be just the warm-up act for a much bigger information war when an effective vaccine becomes available to the public"", writes @kevinroose in @nytimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/jospang/status/1260977823797391367
271,Esther Wojcicki,"8,586 Followers",Get Ready for a Vaccine Information War - The New York Times https://nzzl.us/NY7tRfT via @nuzzel thanks @hrheingold,"May 14, 2020",1,https://twitter.com/EstherWojcicki/status/1260970669950590976
272,InfoSociedad,267 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/info_sociedad/status/1260959099098890243
273,Jaime Eduardo Gomez,"1,030 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/jedgomez/status/1260958387543703553
274,"Pitt Media, Tech & Health","1,682 Followers","A #COVID19 vaccine is still in the works and a ways from wide-spread distribution, but the #vaccine #misinformation is already high. Will the already vocal and growing anti-vaxx movement only become more prominent? #COVID19 #VaccinesWork https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/MTH_Pitt/status/1260940668865740802
275,Scott Cromwell,"10,123 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/aLifeOfItsOwn/status/1260939622210613248
276,Todd Gitlin,"9,624 Followers",The anti-vaxxers have a plan. Be alert. https://nyti.ms/3fKbHXz,"May 14, 2020",1,https://twitter.com/toddgitlin/status/1260905273696358400
277,(((evan shapiro))),"14,624 Followers","Our greatest challenge is not #COVIDー19. It’s Media Illiteracy. It explains how people buy FOX News, Trump, 5G, Birtherism and Bleach. Media Illiteracy Kills. “What if we get a #COVID19 vaccine and half the country refuses to take it?” @kevinroose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/h8qTl0aN8U","May 14, 2020",1,https://twitter.com/eshap/status/1260897853133774848
278,Michael Lederman,494 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/mmlederman1/status/1260896737390145536
279,Maurice Mulvenna,814 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/mauricemulvenna/status/1260886481104769024
280,President “therapeutically and...,"2,380 Followers",".@kevinroose: false rumors that 5G towers fuel the coronavirus, that drinking bleach ... can cure it, that Dr. Fauci is part of an anti-Trump conspiracy — may be just the warm-up act for a much bigger info war Q: How much will msm contribute to it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/realworldrj/status/1260879990318682116
281,Critica,224 Followers,Another frightening warning that the anti-vaccination movement is strong and already campaigning against the hoped-for anti-COVID-19 vaccine. We must start counteracting this now. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/critica_life/status/1260874022302121984
282,Fher Rada,486 Followers,Esta puede ser otra batalla mas contra los opositores de las vacunas. El momento que se encuentren la vacuna para el #COVID19 Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/ojodgato/status/1260865884006080512
283,Ask About #COVID19,22 Followers,"Get Ready for a #COVID19 #vaccine Information War. When a vaccine is eventually developed, would the world take it? How to get the right scientific information to public? How to make people feel safe? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/askabout_io/status/1260862613010825222
284,Silla Brush,"6,453 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/sabrush/status/1260849838150823936
285,𝕋𝕙𝕚𝕖𝕣𝕣𝕪 𝕁. 𝔽. 𝕋𝕙𝕠�...,"3,218 Followers",Get Ready for a #COVID19 Vaccine 💉 Information War ⚠️ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/ThierryJFT/status/1260834496775102464
286,Pascal Marco Caversaccio,278 Followers,"Social media is already filling up with misinformation about a #COVIDー19 vaccine, months or years before one even exists! #WTF #Morons #Vaccine https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1,https://twitter.com/pcaversaccio/status/1260826858926551040
287,Roberto Otero,42 Followers,El reto real es que decir algo con sentido común no sea visto como una debilidad. Malos tiempos para la razón. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/ROtero_Lab/status/1260803790527238145
288,Sidhartha,97 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE #NYT #News #technologynews","May 14, 2020",1,https://twitter.com/_Sidharth/status/1260799671666122752
289,Anne Daugherty,426 Followers,very relevant piece by @kevinroose. Seeing it here in CA already https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/annedaugherty/status/1260798459696668673
290,Andrej Matisak,"4,262 Followers","Get Ready for a #Covid19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html, via @nytimes","May 14, 2020",1,https://twitter.com/matisaksk/status/1260798095719370753
291,Tim Stock,"3,388 Followers",the future emerges from ideological patterns. to improve it you must understand and overcome those tensions. #culturemapping Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",1,https://twitter.com/timstock/status/1260794793434718208
292,The Repentant,"1,795 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/0lS4krk8qF","May 14, 2020",1,https://twitter.com/junaikjunaidk/status/1260794557714874369
293,April Spivey,"43,970 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/a35362/status/1260775760337555461
294,Peter Tulipan,50 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/ptulipan/status/1260773606969106432
295,Michael Redmond aka Ink Staine...,411 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/RedmondMichael/status/1260769849124564992
296,Jillian Stengel,265 Followers,"Great insight, @kevinroose hits an underlying nail. Orgs like @CDCgov and @WHO have to take their blinders off and get ahead of this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",1,https://twitter.com/jillianstengel/status/1260755758536429571
297,David D. Ayer,575 Followers,ARE WE FUCKING HOPELESS? Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/DavidAyer/status/1260751158597103616
298,Steve Morrison,"2,960 Followers",We are not at all ready. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1,https://twitter.com/MorrisonCSIS/status/1260741362430943232
299,Travis Sentell,"3,185 Followers",https://ift.tt/2Lm9rrP,"May 14, 2020",1,https://twitter.com/travissentell/status/1260737828436299776
300,Nicholas Everhart,987 Followers,Absolutely insane & scary that this is a serious looming problem. Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://twitter.com/NICHOLASEVRHART/status/1260724367933214722
301,Pau Aragay Marín,"1,095 Followers",Get Ready for a Vaccine Information War http://getpocket.com/@pauaragay/share/4822590,"May 13, 2020",1,https://twitter.com/pauaragay/status/1260713060324474881
302,Nina Roberto,4 Followers,For my three followers- I swear im gonna throw hands if anti-vaux moms keep me from having a senior year https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/nina__roberto/status/1260712215876952064
303,superlenin,441 Followers,"@territhrush @UrsulaKiener Si vas a leer el resto de las respuestas a este hilo, léete esto también por favor : Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",1,https://twitter.com/superlenin/status/1260704546273329152
304,Dr. Patrick R. Mullen,397 Followers,"Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. By Kevin Roose May 13, 2020 Updated 2:07 p.m. ET https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1,https://twitter.com/prmullen69/status/1260703696050159628
305,David Windt,"4,479 Followers","@daveanthony The condition seems terminal. ""What if we get a Covid-19 vaccine and half the country refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/AzXqdwfcqd","May 13, 2020",1,https://twitter.com/DavidLWindt/status/1260697843712634881
306,Tad Suiter,"1,801 Followers",What if we come up with a COVID-19 vaccine and half of the country refuses to take it? https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/witchcitydad/status/1260697380225273857
307,Joe Battaglia,97 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/JBatta33/status/1260695416414318592
308,Jenifer Einstein,102 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/AerialNeuroSci/status/1260690861316341770
309,Silvia Cobo,"13,262 Followers",¿Qué pasaría si millones de personas se negaran a tomar la vacuna contra el coronavirus? La batalla ya está en las redes y saben moverse mejor que los grupos pro vacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/silviacobo/status/1260690795809644544
310,TerryHasAnOpinon,"2,518 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/Terrysagirl/status/1260689837209706498
311,Shane Hardin 🔨,"5,862 Followers",Then what @RepMattKrause? These Tarrant County anti-vaxxers are your peeps. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/ShaneAlanHardin/status/1260685853522890753
312,Current Status,"1,247 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/currentstatus/status/1260684296781783040
313,bay😷,429 Followers,Interesting!! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 13, 2020",1,https://twitter.com/baileyystonee/status/1260680590124179457
314,Michael Russell,"2,773 Followers",#TheComingCOVID19VaccinationDeniers Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/SFLMiguel/status/1260678891540185088
315,Blind Squirrel,348 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/CamperCarol2/status/1260678307525296139
316,Awesome Anglen,38 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/Angl3nA/status/1260676863694864400
317,Mark Sarvas 🌊,"1,530 Followers",Then let them all die. Seriously. Because they are too stupid to live. They won't be missed. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/marksarvas/status/1260672456546611200
318,Justin Kenta Welch,150 Followers,Vaccines work. They will eradicate this virus. They do not cause autism or other side effects. They are the one and only way we will defense this virus. Who agrees? Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/JustinKWelch/status/1260671625181237249
319,Rachel McRea,"26,475 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/Rachel_McRea/status/1260670611468288001
320,Beth (Pixie)♊,447 Followers,"As a nurse this scares the shit out of me. For fucks sake educate yourself and get the damn vaccine. You want life to return to ""normal?"" Then take the shot UNLESS you can prove WITH BLOODWORK you have the antibodies. https://nyti.ms/3fKbHXz","May 13, 2020",1,https://twitter.com/midnightbethany/status/1260669835584974850
321,Mathias GIREL,"1,840 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/MathiasGIREL/status/1260668642833960965
322,across the curve.com,"5,701 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/acrossthecurve/status/1260664522949435392
323,Jason Sobe,"1,309 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/Sobe_WanKenobi/status/1260660669956808704
324,Norm Rumack,"2,155 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/NormanRumack/status/1260660373062967297
325,Timothy McBride,"6,390 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/mcbridetd/status/1260659580083687424
326,KasiaHP,"8,720 Followers",Get Ready for a #Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/Kasia_HP/status/1260653100408336385
327,OLaV: Online Language of Vacci...,35 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/OLaV_AU/status/1260650911694589953
328,Kati Lahtinen,"3,027 Followers",Entä jos. Tässä on vielä muutakin pohdittavaa kuin rokotteen valmistuminen. What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Covid-19 Vaccine Information War. #rokote #koronarokote #vaccine #COVID19vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",1,https://twitter.com/KatiTLahtinen/status/1260649527867871232
329,Scott Greenberger,"1,297 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/sgreenberger/status/1260645699856633859
330,Scooter,130 Followers,#antivax #antivaxx #antivaxer #vaccinesArePoison #vaccine #vaccines #VaccinesWork #COVID19 #COVID19US #Covid19usa #Covid_19 #BernieWouldHaveWon #BernieSanders #Bernie2020 #BernieSanders2020 #FeelTheBern #ImpeachTrump #ImpeachTrumpNow #ImpeachTrumpPence https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/sremick/status/1260644648847937536
331,Anesa Miller,"10,540 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/anesam98/status/1260643255319883776
332,Kevin Collison,"3,762 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/kckansascity/status/1260641249666760704
333,MEG,"1,458 Followers",All of this. #VaccinesWork. Vaccine advocates (incl myself) thought it was about education only; antivaxxers made it a crusade. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/vSO4KcEVRp,"May 13, 2020",1,https://twitter.com/ChildrenNeedUs_/status/1260639225730326530
334,Sattar Ahmad Khokher,21 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/KhokherSattar/status/1260638950743556100
335,General Porgana,248 Followers,"I've been thinking about this a lot lately. The pandemic has certainly brought out some of my more asshole pedant tendencies, but... I think this is why. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1,https://twitter.com/mercat/status/1260629419233734657
336,Scott Hartley,71 Followers,This is worth the read. Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/HartleyScottc/status/1260625566442622976
337,CA IZ Coalition,"1,991 Followers","‘In short, the anti-vaxxers have been practicing for this.’ Yes, yes they have @kevinroose Social media platforms need to step up and stop facilitating misinfo and public health advocates need to do more/better too Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1,https://twitter.com/ImmunizeCa/status/1260624285099409409
338,"Philippe Frank, PhD",276 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/Philippe_Frank/status/1260622309494317056
339,Ben de la Cruz,"2,150 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/bendelacruz/status/1260619668022272015
340,Sarah Mooney,179 Followers,"There's plenty of reason to believe this could be quite prescient writing - 'Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1,https://twitter.com/_sarah_mooney/status/1260614273149132802
341,"Mark Harmel MPH, CDCES (CDE)","2,650 Followers",I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/MarkHarmel/status/1260610976090427397
342,Jennie Wetter,"1,255 Followers",Midway through a clip from “Plandemic” — a documentary...spreading baseless lies and debunked nonsense about the coronavirus to millions overnight — I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1,https://twitter.com/JennieinDC/status/1260605695839342592
343,Evan DeSimone,"4,152 Followers","Public health officials will need a much more aggressive media strategy ahead of any vaccine, and it needs to start now. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1,https://twitter.com/Media_Evan/status/1260599616292171779
344,Samuel J. Howard,"1,603 Followers",Depressing. Too tired for this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/Jahaza/status/1260593775929438209
345,TCS Europe,150 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/89jU2J21Hr","May 13, 2020",1,https://twitter.com/tcseu/status/1260592902192992256
346,NewYork Times Tech,"2,685 Followers","Get Ready for a Vaccine Information War May 13, 2020 at 07:30PM Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://ift.tt/2T3Sg2j https://ift.tt/2Z09HEE https://t.co/4gRbF9y0wm","May 13, 2020",1,https://twitter.com/Tech_NYT/status/1260592395231670273
347,Jason Kries,"8,173 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE #tech","May 13, 2020",1,https://twitter.com/jasonkries/status/1260591261213511682
348,Mx. Brian Latimer,"4,367 Followers",Read this to get a better understanding of vaccine misinformation and how it may take hold. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1,https://twitter.com/briskwalk/status/1260590279129694215
349,Ðieɠo ⅽ[ː̠̈ː̠̈ː̠̈] ͌,425 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT by BY KEVIN ROOSE via @nytimes https://t.co/vxpDRImnQC,"May 13, 2020",1,https://twitter.com/diegoboot/status/1260589648667193346
350,Massimo Giordani,"58,761 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://nyti.ms/2T2Ek8J https://t.co/Ea27SHOgbs","May 13, 2020",1,https://twitter.com/MassimoGiordani/status/1260589130716717058
351,Westerfield Tolbert,"1,530 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via @NYTimes https://ift.tt/2Z09HEE","May 13, 2020",1,https://twitter.com/WesTolbert/status/1260587120873410562
352,"Karla Dick, D.O.",214 Followers,Get Ready for a #Vaccine Information War. #Doctors & #Scientists we have to be better at sharing real #science and not let #Antivaxxers spread harmful #fakenews. #vaccineswork #health https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 19, 2020",0,https://twitter.com/Karla_Dick_DO/status/1262547257498505217
353,Today's Hospitalist,"2,579 Followers",Get ready for a vaccine information war https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 18, 2020",0,https://twitter.com/TodaysHospital/status/1262480669869039623
354,greg flynn,"2,760 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 18, 2020",0,https://twitter.com/gregflynn/status/1262479622077366273
355,blueflowers,"2,039 Followers","@CapitalObserver No view on the $mrna vaccine efficacy or ability to scale. I do, however, believe the skepticism described in this article is spot on and vaccination rates will be low. Maybe that's OK as long as those at risk take it, but this will be a big battle https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 18, 2020",0,https://twitter.com/valuedelay/status/1262453422357385217
356,"Nat Lester-Coll, MD",967 Followers,"@RoxanaDaneshjou Yes, big concern. Discussed in @kevinroose's excellent piece. We have to do our part to minimize vaccine misinformation. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 18, 2020",0,https://twitter.com/DrLesterColl/status/1262419332908355584
357,#STAYATHOME Steve Kuncewicz,"11,575 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 18, 2020",0,https://twitter.com/SteveKuncewicz/status/1262382044497293313
358,Benjamin Fleischer,607 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 18, 2020",0,https://twitter.com/hazula/status/1262372658269818880
359,Ann Kennedy,27 Followers,https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 18, 2020",0,https://twitter.com/AnnKenn03234939/status/1262368248529661958
360,hiro,39 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 18, 2020",0,https://twitter.com/Integral60F/status/1262242185241440258
